dataset_version,decision_id,call_id,split,turn_index,phase,scenario_id,scenario_family,category,product,intent,member_utterance,utterance_hash,template_family_id,valence,arousal,urgency,authentication_state,risk_tier,authorization_claim,status_claim,amount_usd,event_age_hours,business_day_context,regulatory_flags_json,case_facts_json,action_mask_group,candidate_actions_json,preferred_action_family,acceptable_action_families_json,prohibited_behaviors_json,candidate_rewards_json,reward_preferred,reward_acceptable,reward_wrong,reward_prohibited,script_text_status
0.1.0,SYN-CU-010-CU010-051-D3,SYN-CU-010-CU010-051,train,3,resolve_or_escalate,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"Before we finish, what action is appropriate when there is an ACH charge I did not approve, with $2,192.19 involved, and what expectation can be confirmed?",eeca6c51be729229,train_stage2_template5,negative,high,time_sensitive,verified,high,unauthorized_claim,posted,2192.19,3,weekend,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":2192.19,""event_age_hours"":3,""business_day_context"":""weekend"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the transaction may recur""}",CLOSE_FRAUD,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""REFER_FRAUD_SPECIALIST"",""CLOSE_INTERACTION""]",REFER_FRAUD_SPECIALIST,"[""CONFIRM_NEXT_STEP"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":-1.0,""CONFIRM_NEXT_STEP"":0.25,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-052-D1,SYN-CU-010-CU010-052,train,1,authenticate_and_scope,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,I'm calling around a possible holiday closure because an unfamiliar electronic debit posted to my checking account. This came up today. I need help to secure the account as needed and capture an alleged unauthorized or incorrect EFT. A useful detail is that the company descriptor is unfamiliar to me. I need this secured or routed immediately.,40f96d82a1d71844,train_stage0_template1,negative,high,immediate,not_started,high,unauthorized_claim,posted,3057.59,3,holiday_status_unknown,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":3057.59,""event_age_hours"":3,""business_day_context"":""holiday_status_unknown"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the company descriptor is unfamiliar to me""}",INTAKE_HIGH_RISK,"[""VERIFY_IDENTITY"",""SECURE_ACCOUNT"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",SECURE_ACCOUNT,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH"",""IGNORE_IDENTITY_WARNING""]","{""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-052-D2,SYN-CU-010-CU010-052,train,2,investigate_and_classify,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"What I can confirm is this: the amount is $3,057.59, it was earlier today, and the company descriptor is unfamiliar to me.",b97102e9a3e1fc61,train_stage1_template4,negative,medium,immediate,verified,high,unauthorized_claim,posted,3057.59,3,holiday_status_unknown,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":3057.59,""event_age_hours"":3,""business_day_context"":""holiday_status_unknown"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the company descriptor is unfamiliar to me""}",FRAUD_HIGH,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""SECURE_ACCOUNT"",""START_EFT_ERROR_INTAKE"",""BLOCK_OR_REPLACE_CARD"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",START_EFT_ERROR_INTAKE,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND"",""STATE_UNVERIFIED_POLICY""]","{""BLOCK_OR_REPLACE_CARD"":-1.0,""CLARIFY_REQUEST"":-1.0,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":-1.0,""START_EFT_ERROR_INTAKE"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-052-D3,SYN-CU-010-CU010-052,train,3,resolve_or_escalate,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"Please confirm the next approved action for the unrecognized ACH debit from earlier today, involving $3,057.59, and what still depends on policy review.",c889da9e92660527,train_stage2_template3,negative,medium,immediate,verified,high,unauthorized_claim,posted,3057.59,3,holiday_status_unknown,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":3057.59,""event_age_hours"":3,""business_day_context"":""holiday_status_unknown"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the company descriptor is unfamiliar to me""}",CLOSE_FRAUD,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""REFER_FRAUD_SPECIALIST"",""CLOSE_INTERACTION""]",REFER_FRAUD_SPECIALIST,"[""CONFIRM_NEXT_STEP"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":-1.0,""CONFIRM_NEXT_STEP"":0.25,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-053-D1,SYN-CU-010-CU010-053,train,1,authenticate_and_scope,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,I'm calling during regular business hours because I do not recognize an ACH withdrawal. This came up this week. I need help to secure the account as needed and capture an alleged unauthorized or incorrect EFT. A useful detail is that the company descriptor is unfamiliar to me. I need this secured or routed immediately.,5e1a666c81941733,train_stage0_template1,negative,high,immediate,not_started,high,unauthorized_claim,posted,1679.18,120,weekday_business_hours,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":1679.18,""event_age_hours"":120,""business_day_context"":""weekday_business_hours"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the company descriptor is unfamiliar to me""}",INTAKE_HIGH_RISK,"[""VERIFY_IDENTITY"",""SECURE_ACCOUNT"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",SECURE_ACCOUNT,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH"",""IGNORE_IDENTITY_WARNING""]","{""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-053-D2,SYN-CU-010-CU010-053,train,2,investigate_and_classify,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"The timing was about five days ago. The amount is $1,679.18 and the company descriptor is unfamiliar to me.",4f533128c393b2d4,train_stage1_template3,negative,high,immediate,verified,high,unauthorized_claim,posted,1679.18,120,weekday_business_hours,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":1679.18,""event_age_hours"":120,""business_day_context"":""weekday_business_hours"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the company descriptor is unfamiliar to me""}",FRAUD_HIGH,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""SECURE_ACCOUNT"",""START_EFT_ERROR_INTAKE"",""BLOCK_OR_REPLACE_CARD"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",START_EFT_ERROR_INTAKE,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND"",""STATE_UNVERIFIED_POLICY""]","{""BLOCK_OR_REPLACE_CARD"":-1.0,""CLARIFY_REQUEST"":-1.0,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":-1.0,""START_EFT_ERROR_INTAKE"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-053-D3,SYN-CU-010-CU010-053,train,3,resolve_or_escalate,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"For this unrecognized ACH debit involving $1,679.18 from about five days ago, what is the safe next step and who owns it? I need this secured or routed immediately.",2e0155ce2099077b,train_stage2_template1,negative,high,immediate,verified,high,unauthorized_claim,posted,1679.18,120,weekday_business_hours,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":1679.18,""event_age_hours"":120,""business_day_context"":""weekday_business_hours"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the company descriptor is unfamiliar to me""}",CLOSE_FRAUD,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""REFER_FRAUD_SPECIALIST"",""CLOSE_INTERACTION""]",REFER_FRAUD_SPECIALIST,"[""CONFIRM_NEXT_STEP"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":-1.0,""CONFIRM_NEXT_STEP"":0.25,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-054-D1,SYN-CU-010-CU010-054,train,1,authenticate_and_scope,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,I need some help: there is an ACH charge I did not approve. This came up today. My goal is to secure the account as needed and capture an alleged unauthorized or incorrect EFT; I did not set up the debit. This is time-sensitive for me.,adcb7a82ab920871,train_stage0_template2,negative,high,time_sensitive,not_started,high,unauthorized_claim,posted,983.05,1,weekend,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":983.05,""event_age_hours"":1,""business_day_context"":""weekend"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""I did not set up the debit""}",INTAKE_HIGH_RISK,"[""VERIFY_IDENTITY"",""SECURE_ACCOUNT"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",SECURE_ACCOUNT,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH"",""IGNORE_IDENTITY_WARNING""]","{""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-054-D2,SYN-CU-010-CU010-054,train,2,investigate_and_classify,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,The timing was about an hour ago. The amount is $983.05 and I did not set up the debit.,cd3e3cdaff8d6394,train_stage1_template3,negative,high,time_sensitive,verified,high,unauthorized_claim,posted,983.05,1,weekend,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":983.05,""event_age_hours"":1,""business_day_context"":""weekend"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""I did not set up the debit""}",FRAUD_HIGH,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""SECURE_ACCOUNT"",""START_EFT_ERROR_INTAKE"",""BLOCK_OR_REPLACE_CARD"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",START_EFT_ERROR_INTAKE,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND"",""STATE_UNVERIFIED_POLICY""]","{""BLOCK_OR_REPLACE_CARD"":-1.0,""CLARIFY_REQUEST"":-1.0,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":-1.0,""START_EFT_ERROR_INTAKE"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-054-D3,SYN-CU-010-CU010-054,train,3,resolve_or_escalate,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"For this unrecognized ACH debit involving $983.05 from about an hour ago, what is the safe next step and who owns it? This is time-sensitive for me.",31f0cefd21464c3c,train_stage2_template1,negative,medium,time_sensitive,verified,high,unauthorized_claim,posted,983.05,1,weekend,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":983.05,""event_age_hours"":1,""business_day_context"":""weekend"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""I did not set up the debit""}",CLOSE_FRAUD,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""REFER_FRAUD_SPECIALIST"",""CLOSE_INTERACTION""]",REFER_FRAUD_SPECIALIST,"[""CONFIRM_NEXT_STEP"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":-1.0,""CONFIRM_NEXT_STEP"":0.25,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-055-D1,SYN-CU-010-CU010-055,train,1,authenticate_and_scope,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"I'm trying to sort out a credit-union issue. An unfamiliar electronic debit posted to my checking account; this came up this week, and I need to secure the account as needed and capture an alleged unauthorized or incorrect EFT. I called around a possible holiday closure; the transaction may recur.",2bf81a3d20353b8c,train_stage0_template5,negative,high,immediate,not_started,high,unauthorized_claim,posted,2831.40,120,holiday_status_unknown,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":2831.4,""event_age_hours"":120,""business_day_context"":""holiday_status_unknown"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the transaction may recur""}",INTAKE_HIGH_RISK,"[""VERIFY_IDENTITY"",""SECURE_ACCOUNT"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",SECURE_ACCOUNT,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH"",""IGNORE_IDENTITY_WARNING""]","{""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-055-D2,SYN-CU-010-CU010-055,train,2,investigate_and_classify,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"The amount is $2,831.40. It happened about five days ago. The useful detail is that the transaction may recur.",d8c2f98a41e7d90f,train_stage1_template1,negative,high,immediate,verified,high,unauthorized_claim,posted,2831.40,120,holiday_status_unknown,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":2831.4,""event_age_hours"":120,""business_day_context"":""holiday_status_unknown"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the transaction may recur""}",FRAUD_HIGH,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""SECURE_ACCOUNT"",""START_EFT_ERROR_INTAKE"",""BLOCK_OR_REPLACE_CARD"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",START_EFT_ERROR_INTAKE,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND"",""STATE_UNVERIFIED_POLICY""]","{""BLOCK_OR_REPLACE_CARD"":-1.0,""CLARIFY_REQUEST"":-1.0,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":-1.0,""START_EFT_ERROR_INTAKE"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-055-D3,SYN-CU-010-CU010-055,train,3,resolve_or_escalate,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"Please confirm the next approved action for the unrecognized ACH debit from about five days ago, involving $2,831.40, and what still depends on policy review.",13fdf9be5e6aa54e,train_stage2_template3,negative,high,immediate,verified,high,unauthorized_claim,posted,2831.40,120,holiday_status_unknown,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":2831.4,""event_age_hours"":120,""business_day_context"":""holiday_status_unknown"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the transaction may recur""}",CLOSE_FRAUD,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""REFER_FRAUD_SPECIALIST"",""CLOSE_INTERACTION""]",REFER_FRAUD_SPECIALIST,"[""CONFIRM_NEXT_STEP"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":-1.0,""CONFIRM_NEXT_STEP"":0.25,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-056-D1,SYN-CU-010-CU010-056,train,1,authenticate_and_scope,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"I'm trying to sort out a credit-union issue. An unfamiliar electronic debit posted to my checking account; this came up today, and I need to secure the account as needed and capture an alleged unauthorized or incorrect EFT. I called over the weekend; I did not set up the debit.",ab4fc31b76a9b167,train_stage0_template5,negative,high,time_sensitive,not_started,high,unauthorized_claim,posted,1689.31,8,weekend,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":1689.31,""event_age_hours"":8,""business_day_context"":""weekend"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""I did not set up the debit""}",INTAKE_HIGH_RISK,"[""VERIFY_IDENTITY"",""SECURE_ACCOUNT"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",SECURE_ACCOUNT,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH"",""IGNORE_IDENTITY_WARNING""]","{""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-056-D2,SYN-CU-010-CU010-056,train,2,investigate_and_classify,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"What I can confirm is this: the amount is $1,689.31, it was this morning, and I did not set up the debit.",47256b94b82c993a,train_stage1_template4,negative,high,time_sensitive,verified,high,unauthorized_claim,posted,1689.31,8,weekend,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":1689.31,""event_age_hours"":8,""business_day_context"":""weekend"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""I did not set up the debit""}",FRAUD_HIGH,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""SECURE_ACCOUNT"",""START_EFT_ERROR_INTAKE"",""BLOCK_OR_REPLACE_CARD"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",START_EFT_ERROR_INTAKE,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND"",""STATE_UNVERIFIED_POLICY""]","{""BLOCK_OR_REPLACE_CARD"":-1.0,""CLARIFY_REQUEST"":-1.0,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":-1.0,""START_EFT_ERROR_INTAKE"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-056-D3,SYN-CU-010-CU010-056,train,3,resolve_or_escalate,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"Please confirm the next approved action for the unrecognized ACH debit from this morning, involving $1,689.31, and what still depends on policy review.",87e2f458c8614de2,train_stage2_template3,negative,high,time_sensitive,verified,high,unauthorized_claim,posted,1689.31,8,weekend,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":1689.31,""event_age_hours"":8,""business_day_context"":""weekend"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""I did not set up the debit""}",CLOSE_FRAUD,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""REFER_FRAUD_SPECIALIST"",""CLOSE_INTERACTION""]",REFER_FRAUD_SPECIALIST,"[""CONFIRM_NEXT_STEP"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":-1.0,""CONFIRM_NEXT_STEP"":0.25,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-057-D1,SYN-CU-010-CU010-057,train,1,authenticate_and_scope,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"I'm trying to sort out a credit-union issue. I do not recognize an ACH withdrawal; this came up today, and I need to secure the account as needed and capture an alleged unauthorized or incorrect EFT. I called during regular business hours; the transaction may recur.",84dcc323c3266be2,train_stage0_template5,negative,medium,immediate,not_started,high,unauthorized_claim,posted,3388.02,3,weekday_business_hours,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":3388.02,""event_age_hours"":3,""business_day_context"":""weekday_business_hours"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the transaction may recur""}",INTAKE_HIGH_RISK,"[""VERIFY_IDENTITY"",""SECURE_ACCOUNT"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",SECURE_ACCOUNT,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""DISCLOSE_ACCOUNT_DATA_BEFORE_AUTH"",""IGNORE_IDENTITY_WARNING""]","{""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-057-D2,SYN-CU-010-CU010-057,train,2,investigate_and_classify,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"For context, the amount is $3,388.02; the event was earlier today, and the transaction may recur.",d359ee415f5d0e8a,train_stage1_template2,negative,high,immediate,verified,high,unauthorized_claim,posted,3388.02,3,weekday_business_hours,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":3388.02,""event_age_hours"":3,""business_day_context"":""weekday_business_hours"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the transaction may recur""}",FRAUD_HIGH,"[""VERIFY_IDENTITY"",""CLARIFY_REQUEST"",""SECURE_ACCOUNT"",""START_EFT_ERROR_INTAKE"",""BLOCK_OR_REPLACE_CARD"",""REFER_FRAUD_SPECIALIST"",""DOCUMENT_CASE""]",START_EFT_ERROR_INTAKE,"[""DOCUMENT_CASE""]","[""BYPASS_SECURITY_CONTROLS"",""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND"",""STATE_UNVERIFIED_POLICY""]","{""BLOCK_OR_REPLACE_CARD"":-1.0,""CLARIFY_REQUEST"":-1.0,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":-1.0,""SECURE_ACCOUNT"":-1.0,""START_EFT_ERROR_INTAKE"":1.0,""VERIFY_IDENTITY"":-1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
0.1.0,SYN-CU-010-CU010-057-D3,SYN-CU-010-CU010-057,train,3,resolve_or_escalate,CU010,ach_debit_unrecognized,fraud,checking,ach_debit_unrecognized,"Given that the transaction may recur and the event was earlier today, which team or process should take the next step? I reached out during regular business hours.",0d576a163c99619a,train_stage2_template4,negative,high,immediate,verified,high,unauthorized_claim,posted,3388.02,3,weekday_business_hours,"[""reg_e_error_possible"",""reg_e_liability_review"",""fraud_review""]","{""amount_usd"":3388.02,""event_age_hours"":3,""business_day_context"":""weekday_business_hours"",""status_claim"":""posted"",""authorization_claim"":""unauthorized_claim"",""policy_dependency"":""reg_e_and_institution_fraud_process"",""member_supplied_detail"":""the transaction may recur""}",CLOSE_FRAUD,"[""DOCUMENT_CASE"",""CONFIRM_NEXT_STEP"",""REFER_FRAUD_SPECIALIST"",""CLOSE_INTERACTION""]",REFER_FRAUD_SPECIALIST,"[""CONFIRM_NEXT_STEP"",""DOCUMENT_CASE""]","[""GUARANTEE_OUTCOME_OR_TIMING"",""PROMISE_CREDIT_OR_REFUND""]","{""CLOSE_INTERACTION"":-1.0,""CONFIRM_NEXT_STEP"":0.25,""DOCUMENT_CASE"":0.25,""REFER_FRAUD_SPECIALIST"":1.0}",1.00,0.25,-1.00,-3.00,NOT_INCLUDED
